Rayon,Grp de famille,Famille,Sous famille,DT,DR,Magasin,Barcode,Produit,Assort-typo,Nb jours sans ventes,Motif non détention,Stock UG,SMP,VMH mag,VMH nat,CA TTC mag 3 mois,CA TTC moy 3 mois Market,Potentiel gain mensuel
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF NORD EST,PAS DE CALAIS F,ABBEVILLE -AMIENS,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155032 - BIO TOUT POUR APERITIF,DTF NORD EST,PAS DE CALAIS F,ABBEVILLE -AMIENS,3560070379736,200G CRACKER FRO GNE CRGE BIO,DPK-1,null,Dépicking,0,3,null,2.376917785,null,112.844829622,37.614943207
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF NORD EST,PAS DE CALAIS F,ABBEVILLE -AMIENS,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,101,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTI NORD NORMANDIE,NORD  NORMANDIE R4 I,ABBEVILLE -CORDELIER,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,null,Dépicking,0,4,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF NORD EST,AUVERGNE F,AIGUEPERSE -CLERMONT,3560070811762,3 X 1/4 THON ALBACO PREC CRF C,DPK-1,10,Dépicking,0,12,3.733333333,7.483393829,218.94,399.239503578,133.079834526
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF NORD EST,AUVERGNE F,AIGUEPERSE -CLERMONT,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,186,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166002 - PRDTS EXOTIQUES ASIE,DTF NORD EST,AUVERGNE F,AIGUEPERSE -CLERMONT,8886303210238,200ML LAIT DE NOIX COCO KARA,DPK-2,356,Dépicking,0,3,null,15.622514928,null,269.820110532,89.940036844
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF GRAND OUEST,SUD OUEST F,AIRE S/L'ADOUR,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,null,Dépicking,null,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010001 - BISCUITS AUX OEUFS,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3178530404678,250G BISCUITS CUILLERE BONNE M,DPK-2,614,Dépicking,null,1,null,5.399447154,null,292.8549343,97.618311433
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010006 - ASSORTIMENTS,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3116430058164,500G BT CARTON TEA TIME DELACR,DPK-2,189,Dépicking,null,1,null,3.272966424,null,327.189442191,109.063147397
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3560070621347,6X30G CHIPS ONDULEES NATURE,DPK-2,61,Dépicking,0,2,null,7.912183236,28.28,190.632509381,63.544169794
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,489,Dépicking,-16,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3497917002789,125G CHIPS BEURRE SALE BRETS,DPK-2,649,Dépicking,null,1,null,7.658730159,null,188.497893258,62.832631086
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,251,Dépicking,null,2,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,MRS-AVI F,AIX EN PRO -LAPIERRE,3497911119148,6X25G BRET'S NAT LA CRAQUANTE,DPK-2,35,Dépicking,0,1,null,5.296385542,34.97,168.893308351,56.29776945
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF SUD EST,RHONE ALPES F,AIX LES B -VERLAINE,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,null,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,RHONE ALPES F,AIX LES B -VERLAINE,3560070335121,LT 2X140G DBLE CONC TOM PP BLC,DPK-1,35,Dépicking,0,1,null,12.079703429,40.5,199.349980645,66.449993548
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF SUD EST,RHONE ALPES F,AIX LES B -VERLAINE,8000500325384,60G KINDER JOY T3,DPK-1,83,Dépicking,0,1,null,11.552449109,74.25,577.857504125,192.619168042
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF NORD EST,NORD F,AIX NOULETTE,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,485,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,NORD F,AIX NOULETTE,3560070973743,50CL HUILE OLIVE BIO,DPK-1,null,Dépicking,0,2,null,4.749924721,null,414.554710692,138.184903564
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF NORD EST,NORD F,AIX NOULETTE,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,null,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,030 - CEREALES ET EN-CAS,030 - CEREALES ET EN-CAS,030003 - BARRES CEREALIERES ET EN-CAS,DTF NORD EST,NORD F,AIX NOULETTE,8410076610744,BARRES PROTEIN CARAMEL SALE 4X,DPK-1,531,Dépicking,0,1,null,6.323356459,null,238.313682524,79.437894175
01 - EPICERIE,105 - HUILES,105 - HUILES,105003 - MELANGE,DTF NORD EST,NORD F,AIX NOULETTE,6191509910700,75CL RECHARGE H.OLIVE T.DELYS,DPK-1,null,Dépicking,0,1,null,3.327772389,null,329.60763128,109.869210427
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF NORD EST,NORD F,AIX NOULETTE,3560071516543,3X70G DOUBLE CONCENTRE  TO SI,DPK-1,null,Dépicking,0,1,null,7.594724221,null,167.423952041,55.807984014
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,AIX NOULETTE,3187570071245,1KG GRAINS ITALIAN STYLE MALGO,DPK-1,331,Dépicking,0,1,null,2.169954868,null,462.919881244,154.306627081
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,NORD F,AIX NOULETTE,3760060016324,"7,1L TRANQUILLE CARBONITE",DPK-2,58,Dépicking,0,1,null,11.26152968,63.86,784.857148023,261.619049341
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF NORD EST,NORD F,AIX NOULETTE,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,null,Dépicking,0,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,NORD F,AIX NOULETTE,3616475746113,5L LITIERE SILICE CHAT CRF COM,DPK-1,51,Dépicking,0,1,null,9.388336403,29.1,576.369734787,192.123244929
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,NORD F,AIX NOULETTE,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,null,Dépicking,0,1,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,"095 - SELS, POIVRES ET EPICES","095 - SELS, POIVRES ET EPICES",095001 - SELS,DTF NORD EST,NORD F,AIX NOULETTE,3183280033290,BV 350GR BALEINE ESSENT. -30%,DPK-1,null,Dépicking,0,1,null,3.719938272,null,139.063268382,46.354422794
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,AIX NOULETTE,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,435,Dépicking,0,1,null,1.358498024,null,280.22886152,93.409620507
01 - EPICERIE,105 - HUILES,105 - HUILES,105003 - MELANGE,DTF NORD EST,NORD F,AIX NOULETTE,3270190130468,1L MELANGE 4 HUILES CRF CLASSI,DPK-1,27,Dépicking,0,2,0.7,5.976309304,66.25,201.870002681,67.290000894
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,NORD F,AIX NOULETTE,5060042641000,150G CHIPS LEGERE.SALEES TYRRE,DPK-1,null,Dépicking,0,3,null,7.325444552,null,249.09748436,83.032494787
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,NORD F,AIX NOULETTE,3497917003564,125G CHIPS CHEDDAR JALAPENO,DPK-1,57,Dépicking,0,1,null,6.653230769,49.75,145.024985743,48.341661914
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,NORD F,AIX NOULETTE,3497911119148,6X25G BRET'S NAT LA CRAQUANTE,DPK-2,null,Dépicking,0,1,null,5.296385542,null,168.893308351,56.29776945
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155004 - BIO CONFITURE MIEL PAT,DTF NORD EST,NORD F,AIX NOULETTE,3760020507350,350G BEURRE CACAHUETES BIO J.B,DPK-1,6,Dépicking,5,1,0.233333333,4.502376302,3.79,205.733156339,68.57771878
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010005 - BISCUITS PATISSIERS,DTF SUD EST,PACA + CORSE F,AJACCIO -ALBERT 1ER,7622210981356,312G COOKIES SENSATO GRANOLA,DPK-2,235,Dépicking,0,4,null,5.215540541,null,272.78583605,90.928612017
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010006 - ASSORTIMENTS,DTF SUD EST,PACA + CORSE F,AJACCIO -ALBERT 1ER,3116430058164,500G BT CARTON TEA TIME DELACR,DPK-2,184,Dépicking,0,1,null,3.272966424,null,327.189442191,109.063147397
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PROVENCIA F,ALBERTVILLE -DU ROY,3560070340439,1L HUILE TOURNESOL SIMPL,DPK-1,199,Dépicking,0,4,null,29.917491749,null,747.000286229,249.00009541
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PROVENCIA F,ALBERTVILLE -DU ROY,3560070340316,3L HUILE TOURNESOL SIMPL,DPK-1,201,Dépicking,0,2,null,6.155575813,null,445.413802727,148.471267576
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,IVL / MAYENNE F,ALENCON -PAPIN,5060042641000,150G CHIPS LEGERE.SALEES TYRRE,DPK-1,null,Dépicking,null,2,null,7.325444552,null,249.09748436,83.032494787
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF GRAND OUEST,IVL / MAYENNE F,ALENCON -PAPIN,8052575090346,250G NOCCIOLATA BIANCA BIO PAT,DPK-3,null,Dépicking,null,1,null,3.53996008,null,182.808882283,60.936294094
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560070941346,1L HUILE OLIVE SIMPL,DPK-1,2,Dépicking,8,6,7.7,2.368821293,786.93,196.900068306,65.633356102
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560071427535,750G PATE TART 2% NOIS SIMPL,DPK-1,3,Dépicking,5,4,3.5,6.901598793,99.6,227.900159132,75.966719711
01 - EPICERIE,105 - HUILES,105 - HUILES,105004 - ORIGINES DIVERSES,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560070340408,1L HUILE DE COLZA SIMPL,DPK-1,1,Dépicking,6,4,12.6,19.345310127,357.6,354.049030714,118.016343571
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015002 - CAFES MOULUS,DTF SUD EST,PACA + CORSE F,ALLAUCH,8000070200326,LT2X250G CFE MLU CLASSIC C.NOI,DPK-1,335,Dépicking,0,8,null,6.602823315,null,946.727443643,315.575814548
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560070340439,1L HUILE TOURNESOL SIMPL,DPK-1,1,Dépicking,5,10,51.333333333,29.917491749,1618.32,747.000286229,249.00009541
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF SUD EST,PACA + CORSE F,ALLAUCH,8711000681947,SENSEO CLASSIQ X72 PADS,DPK-1,323,Dépicking,0,1,null,6.38441247,null,853.043294118,284.347764706
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF SUD EST,PACA + CORSE F,ALLAUCH,8711000681978,SENSEO CORSE X72 PADS,DPK-1,null,Dépicking,0,1,null,5.548981002,null,749.937041667,249.979013889
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560071516543,3X70G DOUBLE CONCENTRE  TO SI,DPK-1,5,Dépicking,0,1,12.133333333,7.594724221,348.92,167.423952041,55.807984014
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560070335121,LT 2X140G DBLE CONC TOM PP BLC,DPK-1,1,Dépicking,0,20,25.433333333,12.079703429,519.86,199.349980645,66.449993548
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560071253080,370G TORT WRAPS BLE CP CRF SEL,DPK-1,308,Dépicking,0,1,null,4.06745202,null,134.895939232,44.965313077
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PACA + CORSE F,ALLAUCH,3560070340316,3L HUILE TOURNESOL SIMPL,DPK-1,2,Dépicking,1,2,13.766666667,6.155575813,689.01,445.413802727,148.471267576
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155004 - BIO CONFITURE MIEL PAT,DTF GRAND OUEST,PAYS DE LA LOIRE F,AMBON MUZILLAC,3760020507350,350G BEURRE CACAHUETES BIO J.B,DPK-1,8,Dépicking,1,1,0.466666667,4.502376302,23.84,205.733156339,68.57771878
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,6191509900855,"HO VIERGE EXTRA BIO 0,75L",DPK-2,66,Dépicking,-2,3,null,2.474120956,52.95,320.608956827,106.869652276
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,null,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3560071448561,X50CAPS CAFE ESP.ARABICA CRF E,DPK-1,73,Dépicking,0,1,null,2.481214421,8.99,274.653928962,91.551309654
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3497917003151,125G BRET'S MOUTARDE MIEL,DPK-2,110,Dépicking,0,2,null,19.521123188,null,405.030386022,135.010128674
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,63,Dépicking,-2,1,null,1.83672956,29.67,215.239485816,71.746495272
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3560070811762,3 X 1/4 THON ALBACO PREC CRF C,DPK-1,42,Dépicking,0,6,null,7.483393829,148.75,399.239503578,133.079834526
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3497911119148,6X25G BRET'S NAT LA CRAQUANTE,DPK-2,null,Dépicking,0,1,null,5.296385542,null,168.893308351,56.29776945
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF GRAND OUEST,SUD OUEST F,AMENDEUIX ONEIX,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,132,Dépicking,0,1,null,1.358498024,null,280.22886152,93.409620507
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF NORD EST,PICARDIE F,AMIENS,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,559,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,AUVERGNE RA F,AMPLEPUIS,3497917002789,125G CHIPS BEURRE SALE BRETS,DPK-2,507,Dépicking,0,1,null,7.658730159,null,188.497893258,62.832631086
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF SUD EST,AUVERGNE RA F,AMPLEPUIS,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,530,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF SUD EST,AUVERGNE RA F,AMPLEPUIS,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,447,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070941346,1L HUILE OLIVE SIMPL,DPK-1,647,Dépicking,0,6,null,2.368821293,null,196.900068306,65.633356102
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070621347,6X30G CHIPS ONDULEES NATURE,DPK-2,13,Dépicking,0,8,2.333333333,7.912183236,113.4,190.632509381,63.544169794
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,234,Dépicking,0,2,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100003 - EXTRUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070254699,175G TUILES OIGNON CRF SENSAT,DPK-1,560,Dépicking,0,8,null,25.980712788,null,447.979070789,149.32635693
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045001 - CONFISERIE DE SUCRE,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3103220033838,600G HAPPY BOX HARIBO,DPK-1,49,Dépicking,0,1,null,5.026361656,244.2,292.20282844,97.400942813
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3270190180982,3X1/2 PULPE TOMATE CARREFOUR,DPK-1,3,Dépicking,22,15,2.1,10.440720721,143.4,310.269839749,103.423279916
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,0000059032823,630G NUTELLA,DPK-2,75,Dépicking,75,2,null,34.820908484,257.4,1775.135957,591.711985667
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070309542,700G PUREE DE TOMATE CRF,DPK-1,680,Dépicking,0,10,null,12.039536284,null,203.922430368,67.974143456
01 - EPICERIE,105 - HUILES,105 - HUILES,105004 - ORIGINES DIVERSES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070340408,1L HUILE DE COLZA SIMPL,DPK-1,651,Dépicking,0,6,null,19.345310127,null,354.049030714,118.016343571
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071251505,125G PISTA GRILL SALEES CRF CL,DPK-1,272,Dépicking,0,8,null,15.730993099,null,374.487126571,124.82904219
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135004 - AUTRES POISSONS,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3263670923414,121G FOIE MORUE NAT.SEL G.CONN,DPK-1,493,Dépicking,0,8,null,6.495373775,null,175.629766727,58.543255576
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070142224,500G CACAH.GRILLE.SALE CRF CLA,DPK-1,105,Dépicking,0,6,null,10.152006033,null,241.936481581,80.64549386
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070816750,7.2KG LITIERE MINERALE SIMPL,DPK-1,572,Dépicking,0,3,null,26.495848485,null,577.779391107,192.593130369
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070278046,3X70G DBLE CONCENT.TOMATE CRF,DPK-1,641,Dépicking,0,9,null,9.59002104,null,243.851411871,81.283803957
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071516543,3X70G DOUBLE CONCENTRE  TO SI,DPK-1,526,Dépicking,0,12,null,7.594724221,null,167.423952041,55.807984014
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070335121,LT 2X140G DBLE CONC TOM PP BLC,DPK-1,646,Dépicking,0,6,null,12.079703429,null,199.349980645,66.449993548
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,8052575090346,250G NOCCIOLATA BIANCA BIO PAT,DPK-3,705,Dépicking,0,1,null,3.53996008,null,182.808882283,60.936294094
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070340316,3L HUILE TOURNESOL SIMPL,DPK-1,646,Dépicking,0,2,null,6.155575813,null,445.413802727,148.471267576
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015002 - CAFES MOULUS,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3270190007937,4X250G CAFE MLU GD CLASSIQ.CRF,DPK-1,19,Dépicking,0,8,0.7,6.201611459,29.97,691.749271914,230.583090638
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,437,Dépicking,0,1,null,1.358498024,null,280.22886152,93.409620507
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010009 - CAKES ET DIVERS,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,8001585001224,280GR TRANCETTO CACAO,DPK-1,647,Dépicking,0,4,null,9.236442661,null,171.768658,57.256219333
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070340439,1L HUILE TOURNESOL SIMPL,DPK-1,565,Dépicking,0,8,null,29.917491749,null,747.000286229,249.00009541
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071195434,150G NOIX CAJOU GRILL SAL SIMP,DPK-1,650,Dépicking,0,4,null,5.031772268,null,125.963640768,41.987880256
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560071427535,750G PATE TART 2% NOIS SIMPL,DPK-1,691,Dépicking,0,2,null,6.901598793,null,227.900159132,75.966719711
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3245412901454,125G NX CAJOU GRIL SS CRF CLAS,DPK-1,334,Dépicking,0,2,null,15.951572327,null,376.53760644,125.51253548
