Rayon,Grp de famille,Famille,Sous famille,DT,DR,Magasin,Barcode,Produit,Assort-typo,Nb jours sans ventes,Motif non détention,Stock UG,SMP,VMH mag,VMH nat,CA TTC mag 3 mois,CA TTC moy 3 mois Market,Potentiel gain mensuel
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,AUVERGNE RA F,DUNIERES,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,4,Dépicking,186,18,0.466666667,6.245342466,17.4,548.245083425,182.748361142
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,AUVERGNE RA F,DUNIERES,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,1,Dépicking,132,180,33.833333333,16.004240413,4176.9,1912.549336585,637.516445528
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,SEINE ET MARNE F,ECUELLES,5449000259240,BTE 20X33CL COCA COLA ZERO,DPK-3,51,Dépicking,0,1,null,8.476046635,335.7,1016.227191067,338.742397022
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200004 - VIN SANS INDICATION GEOGR ROSE,DTF IDF NORMANDIE,SEINE ET MARNE F,ECUELLES,3660989168138,5L VIN AFS CINSAULT RS NM,DPK-1,null,Dépicking,0,1,null,2.144578799,null,266.243567352,88.747855784
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,5449000296078,BTE 12X33CL COCA COLA ZERO,DPK-1,1,Dépicking,615,60,null,6.825109443,null,607.196019074,202.398673025
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200007 - VIN SANS INDICATION GEOG BLANC,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,3245415560795,5L BIB VUE BL BEAUMANOIR NM,DPK-1,78,Dépicking,0,1,null,2.543759513,51.55,313.679736559,104.559912186
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,3245415350075,10LBIB CINS/GREN RS HDC MDD NM,DPK-2,189,Dépicking,0,2,null,1.487453482,null,408.781326203,136.260442068
02 - LIQUIDES,205 - VINS APPEL.ORIGINE&VINS ETRAN.,205 - VINS APPEL.ORIGINE&VINS ETRAN.,205035 - VALLEE DU RHONE ROUGES,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,3179077062802,3L BIB CDR RGE CELIIER DAUPHIN,DPK-1,102,Dépicking,0,1,null,2.452472704,null,394.494957169,131.498319056
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,3245415563789,5L IGP OC RSE SYRAH HDC NM,DPK-2,null,Dépicking,0,1,null,2.433074266,null,374.691503563,124.897167854
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,5449000296085,BTE 12X 33CL COCA COLA,DPK-1,1,Dépicking,2016,180,10.966666667,8.742798354,1262.73,950.709180313,316.903060104
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200002 - INDICATION GEOGR PROTEGE ROUGE,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,3245414653948,5L BIB IGP OC MERLOT RG HDC NM,DPK-1,1,Dépicking,17,1,0.466666667,2.675170434,302.72,404.845302714,134.948434238
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,YVELINES F,ELANCOURT,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,546,Dépicking,0,40,null,6.245342466,null,548.245083425,182.748361142
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTF IDF NORMANDIE,HAUTE-NORMANDIE F,ELBEUF,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,324,Dépicking,0,1,null,12.307560137,null,347.037481431,115.679160477
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF NORD EST,EST F,ENNERY,5449000259240,BTE 20X33CL COCA COLA ZERO,DPK-3,48,Dépicking,0,40,null,8.476046635,283.91,1016.227191067,338.742397022
02 - LIQUIDES,"230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM","230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM",230001 - WHISKIES ET BOURBONS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5010106114414,1.5L WHISKY 40%V BALLANTINE'S,DPK-2,337,Dépicking,0,2,null,1.997533811,null,773.117534202,257.705844734
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200002 - INDICATION GEOGR PROTEGE ROUGE,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,3245414653948,5L BIB IGP OC MERLOT RG HDC NM,DPK-1,318,Dépicking,0,1,null,2.675170434,null,404.845302714,134.948434238
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5060335635426,BTE 50CL MONSTER PUNCH,DPK-2,49,Dépicking,0,3,null,10.626299694,63.55,256.566648569,85.52221619
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,49,Dépicking,0,6,null,16.004240413,105.3,1912.549336585,637.516445528
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,40,Dépicking,0,54,null,6.245342466,127.5,548.245083425,182.748361142
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,3245415563789,5L IGP OC RSE SYRAH HDC NM,DPK-2,102,Dépicking,0,1,null,2.433074266,null,374.691503563,124.897167854
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5449000092861,CT 6X25CL COCA COLA VERRE,DPK-2,31,Dépicking,0,6,0.466666667,7.051827957,172.55,578.690108992,192.896702997
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,5060517885526,BTE 50CL MONSTER PIPELIN PUNCH,DPK-2,125,Dépicking,0,1,null,13.497238856,null,323.521260954,107.840420318
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF SUD EST,MRS-AVI F,ENTRAIGUES S/SORGUE,3245415350075,10LBIB CINS/GREN RS HDC MDD NM,DPK-2,74,Dépicking,6,1,null,1.487453482,26.19,408.781326203,136.260442068
02 - LIQUIDES,210 - MOUSSEUX,210 - MOUSSEUX,210001 - MOUSSEUX BLANCS,DTI NORD NORMANDIE,NORD  NORMANDIE R2 I,EPERLECQUES,8052783850725,75CL SIGNORE G. PROSECCO BLC,DPK-2,40,Dépicking,0,1,null,2.892650919,27,229.980042596,76.660014199
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245009 - PUR JUS,DTI NORD NORMANDIE,NORD  NORMANDIE R2 I,EPERLECQUES,3270190191537,BRK 4X1L PJ S/PLP ORANG.CRF EX,DPK-2,100,Dépicking,68,48,null,4.560121766,null,397.638870718,132.546290239
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTI IDF OUEST,IDF OUEST R1 I,EPINAY S/ORGE,5449000259240,BTE 20X33CL COCA COLA ZERO,DPK-3,67,Dépicking,0,1,null,8.476046635,67.14,1016.227191067,338.742397022
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTI BRETAGNE OUEST,BRETAGNE OUEST R1 I,ERGUE GABERIC,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,244,Dépicking,null,1,null,12.307560137,null,347.037481431,115.679160477
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,IVL / MAYENNE F,ERNEE -LA HAINAUD,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,145,Dépicking,18,6,null,6.245342466,null,548.245083425,182.748361142
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,IVL / MAYENNE F,ERNEE -LA HAINAUD,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,17,Dépicking,96,6,2.566666667,16.004240413,997.92,1912.549336585,637.516445528
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF NORD EST,NORD F,ERQUINGHEM LYS,5000112611762,PET 1.25L C.COLA ZERO,DPK-1,1,Dépicking,-231,18,30.8,51.927862481,649.08,990.010823056,330.003607685
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF NORD EST,NORD F,ERQUINGHEM LYS,0000054492790,PET 50CL COCA COLA CHERRY,DPK-1,93,Dépicking,0,1,null,17.373251029,null,380.968254443,126.989418148
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240003 - BIERES SPECIALES,DTF NORD EST,NORD F,ERQUINGHEM LYS,3080210004446,BTE 4X50CL BIERE 1664 5.5%V,DPK-1,11,Dépicking,12,4,0.933333333,8.252134338,44.01,530.953628205,176.984542735
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240003 - BIERES SPECIALES,DTF NORD EST,NORD F,ERQUINGHEM LYS,3080216061306,18X25CL 1664 BLONDE,DPK-1,65,Dépicking,0,4,null,5.463924831,808.5,1119.643454874,373.214484958
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240002 - BIERES DE LUXE,DTF NORD EST,NORD F,ERQUINGHEM LYS,8714800038669,BTE 50CL 8.6 ORIGINAL 8.6%,DPK-1,2,Dépicking,-3,6,9.1,55.230732436,166.75,1096.436539013,365.478846338
02 - LIQUIDES,"230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM","230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM",230007 - LIQUEURS DE FRUITS,DTF NORD EST,NORD F,ERQUINGHEM LYS,7610113019245,"1L GET 27 17,9%V",DPK-1,12,Dépicking,9,2,1.633333333,2.947799937,153.49,432.348800186,144.116266729
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF NORD EST,NORD F,ERQUINGHEM LYS,5449000232465,PET 40CL FUZE TEA PECHE,DPK-2,91,Dépicking,0,1,null,8.184906937,1.39,163.122888235,54.374296078
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245006 - BOISSONS AUX FRUITS PLATES,DTF NORD EST,NORD F,ERQUINGHEM LYS,3124480193582,PET 1.5L OASIS TROPICAL,DPK-1,359,Dépicking,0,1,null,9.180393939,null,269.516951175,89.838983725
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245009 - PUR JUS,DTF NORD EST,NORD F,ERQUINGHEM LYS,3270190191537,BRK 4X1L PJ S/PLP ORANG.CRF EX,DPK-2,5,Dépicking,132,6,1.166666667,4.560121766,38.41,397.638870718,132.546290239
02 - LIQUIDES,"230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM","230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM",230001 - WHISKIES ET BOURBONS,DTF NORD EST,NORD F,ERQUINGHEM LYS,5010106114414,1.5L WHISKY 40%V BALLANTINE'S,DPK-2,238,Dépicking,0,1,null,1.997533811,null,773.117534202,257.705844734
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF NORD EST,NORD F,ERQUINGHEM LYS,3174780000363,PET 50CL COCA COLA,DPK-1,37,Dépicking,0,1,null,26.47739726,34.32,560.809888571,186.936629524
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240003 - BIERES SPECIALES,DTF NORD EST,NORD F,ERQUINGHEM LYS,3261570006121,PACK 12X25CL LA GOUDALE 7.2%V,DPK-1,109,Dépicking,0,1,null,3.798080279,null,480.483171343,160.161057114
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF NORD EST,NORD F,ERQUINGHEM LYS,5449000131836,PET 50CL C.COLA S/SUCRE,DPK-1,31,Dépicking,0,1,0.233333333,14.26712963,23.8,266.132279962,88.710759987
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,3760004440024,75IGP MED RSE CRAZY TROP  NM,DPK-2,45,Dépicking,0,1,null,6.890683467,49.14,431.212238871,143.737412957
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,5449000232465,PET 40CL FUZE TEA PECHE,DPK-2,424,Dépicking,0,1,null,8.184906937,null,163.122888235,54.374296078
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,9002490210717,35.5 CL RED BULL REGULAR,DPK-3,179,Dépicking,0,5,null,22.147955975,null,497.029543071,165.676514357
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,5060335635426,BTE 50CL MONSTER PUNCH,DPK-2,117,Dépicking,0,1,null,10.626299694,null,256.566648569,85.52221619
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,0000054492790,PET 50CL COCA COLA CHERRY,DPK-1,153,Dépicking,0,1,null,17.373251029,null,380.968254443,126.989418148
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245006 - BOISSONS AUX FRUITS PLATES,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,3124480193582,PET 1.5L OASIS TROPICAL,DPK-1,null,Dépicking,0,1,null,9.180393939,null,269.516951175,89.838983725
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,5060517885526,BTE 50CL MONSTER PIPELIN PUNCH,DPK-2,110,Dépicking,0,1,null,13.497238856,null,323.521260954,107.840420318
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,3245415350075,10LBIB CINS/GREN RS HDC MDD NM,DPK-2,84,Dépicking,0,1,null,1.487453482,55.84,408.781326203,136.260442068
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,3245415563789,5L IGP OC RSE SYRAH HDC NM,DPK-2,2,Dépicking,0,1,0.7,2.433074266,36.22,374.691503563,124.897167854
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,5449000131836,PET 50CL C.COLA S/SUCRE,DPK-1,142,Dépicking,0,2,null,14.26712963,null,266.132279962,88.710759987
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240003 - BIERES SPECIALES,DTF GRAND OUEST,OCCITANIE F,ESQUIEZE SERE -LUZ,3080216050713,20X25CL GRIMBERGEN B,DPK-1,1,Dépicking,440,20,22.866666667,7.602528946,2443.61,1505.814185185,501.938061728
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,SEINE ET MARNE F,ETIOLLES,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,70,Dépicking,174,48,null,6.245342466,17.4,548.245083425,182.748361142
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF IDF NORMANDIE,SEINE ET MARNE F,ETIOLLES,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,137,Dépicking,0,30,null,16.004240413,null,1912.549336585,637.516445528
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF IDF NORMANDIE,SEINE ET MARNE F,ETIOLLES,3245415350075,10LBIB CINS/GREN RS HDC MDD NM,DPK-2,429,Dépicking,0,1,null,1.487453482,null,408.781326203,136.260442068
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTF IDF NORMANDIE,SEINE ET MARNE F,ETIOLLES,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,22,Dépicking,5,2,null,12.307560137,2.55,347.037481431,115.679160477
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,10,Dépicking,186,6,0.233333333,6.245342466,5.74,548.245083425,182.748361142
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,null,Dépicking,null,1,null,12.307560137,null,347.037481431,115.679160477
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200004 - VIN SANS INDICATION GEOGR ROSE,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,3660989155565,5LVIN D'ESPAGNE RS ROSEE OR NM,DPK-1,null,Dépicking,null,1,null,7.954421769,null,916.39375,305.464583333
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200005 - INDICATION GEOGR PROTEGE ROSE,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,3245415350075,10LBIB CINS/GREN RS HDC MDD NM,DPK-2,70,Dépicking,1,2,null,1.487453482,25.15,408.781326203,136.260442068
02 - LIQUIDES,"230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM","230 - WHISKIES,ALCOOLS,LIQUEURS,RHUM",230001 - WHISKIES ET BOURBONS,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,5010106114414,1.5L WHISKY 40%V BALLANTINE'S,DPK-2,335,Dépicking,null,1,null,1.997533811,null,773.117534202,257.705844734
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,63,Dépicking,60,6,null,16.004240413,266.4,1912.549336585,637.516445528
02 - LIQUIDES,240 - BIERES ET CIDRES,240 - BIERES ET CIDRES,240003 - BIERES SPECIALES,DTF GRAND OUEST,IVL / MAYENNE F,EVRON,5410228203582,12X33CL BIERE BLONDE LEFFE,DPK-1,177,Dépicking,0,12,null,3.11681742,null,559.332915385,186.444305128
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTF GRAND OUEST,IVL / MAYENNE F,FALAISE -CLEMENCEAU,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,197,Dépicking,null,0,null,12.307560137,null,347.037481431,115.679160477
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,PROVENCIA F,FAVERGES,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,9,Dépicking,96,12,0.466666667,6.245342466,60.9,548.245083425,182.748361142
02 - LIQUIDES,225 - ANISES,225 - ANISES,225001 - ANISES AVEC ALCOOL,DTF SUD EST,PROVENCIA F,FAVERGES,3245390200570,50CL PASTIS RIVANIS 45%V**,DPK-1,269,Dépicking,0,1,null,2.844091051,null,377.378995425,125.792998475
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FAVERGES,5449000131836,PET 50CL C.COLA S/SUCRE,DPK-1,11,Dépicking,0,3,0.233333333,14.26712963,6.45,266.132279962,88.710759987
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF SUD EST,PROVENCIA F,FAVERGES,5449000267467,PET 1.25LX6 COCA COLA,DPK-1,4,Dépicking,222,36,4.9,16.004240413,561.6,1912.549336585,637.516445528
02 - LIQUIDES,200 - VINS DE TABLE,200 - VIN AVEC/SANS INDICATION GEOGR,200004 - VIN SANS INDICATION GEOGR ROSE,DTF SUD EST,PROVENCIA F,FAVERGES,3660989168138,5L VIN AFS CINSAULT RS NM,DPK-1,null,Dépicking,0,1,null,2.144578799,null,266.243567352,88.747855784
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FAVERGES,3174780000363,PET 50CL COCA COLA,DPK-1,null,Dépicking,0,6,null,26.47739726,null,560.809888571,186.936629524
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,CENTRE VDL F,FAVEROLLES,5449000259240,BTE 20X33CL COCA COLA ZERO,DPK-3,44,Dépicking,20,1,null,8.476046635,54.723,1016.227191067,338.742397022
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245002 - COLAS,DTF GRAND OUEST,CENTRE VDL F,FAVEROLLES,5449000138514,PET 1.25LX6 CT COCA COLA ZERO,DPK-2,2,Dépicking,48,6,6.3,6.245342466,699.911,548.245083425,182.748361142
02 - LIQUIDES,235 - EAUX,235 - EAUX,235001 - EAUX DE TABLE PLATES,DTF GRAND OUEST,CENTRE VDL F,FAVEROLLES,3254381055501,BID 8L CRISTALINE EAU SOURCE,DPK-2,2,Dépicking,13,1,10.033333333,12.307560137,321.051,347.037481431,115.679160477
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FERNEY VOLTAIRE,5449000232465,PET 40CL FUZE TEA PECHE,DPK-2,40,Dépicking,0,1,null,8.184906937,160.92,163.122888235,54.374296078
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FERNEY VOLTAIRE,3174780000363,PET 50CL COCA COLA,DPK-1,55,Dépicking,0,24,null,26.47739726,189.23,560.809888571,186.936629524
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FERNEY VOLTAIRE,0000054492790,PET 50CL COCA COLA CHERRY,DPK-1,62,Dépicking,0,3,null,17.373251029,71.3,380.968254443,126.989418148
02 - LIQUIDES,"245 - SODAS,BOISS.FRUITS&JUS FRUITS","245 - SODAS,BOISS.FRUITS&JUS FRUITS",245098 - SNACKING SOFTS DRINKS,DTF SUD EST,PROVENCIA F,FERNEY VOLTAIRE,5060335635426,BTE 50CL MONSTER PUNCH,DPK-2,120,Dépicking,0,1,null,10.626299694,null,256.566648569,85.52221619
